id,code,name,amount,State
,336411,Aircraft Manufacturing,56604435705.83,AK
,541330,Engineering Services,39352497906.03,AK
,561210,Facilities Support Services,36235519481.21,AK
,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",26874346259.3,AK
,336611,Ship Building and Repairing,26191563891.05,AK
,541512,Computer Systems Design Services,22961218736.71,AK
,236220,Commercial and Institutional Building Construction,20294863700.37,AK
,524114,Direct Health and Medical Insurance Carriers,17530487862.47,AK
,336414,Guided Missile and Space Vehicle Manufacturing,16652873714.97,AK
,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,15692643337.59,AK
,541519,Other Computer Related Services,15626066796.76,AK
,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",14460725588.27,AK
,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",12613126260.12,AK
,541611,Administrative Management and General Management Consulting Services,11078168043.63,AK
,541990,"All Other Professional, Scientific, and Technical Services",10584881358.77,AK
,541710,"Research and Development in the Physical, Engineering, and Life Sciences",9971132528.63,AK
,336412,Aircraft Engine and Engine Parts Manufacturing,9114401138.58,AK
,324110,Petroleum Refineries,8931513389.08,AK
,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",8355703685.54,AK
,325412,Pharmaceutical Preparation Manufacturing,7705183623.56,AK
,488190,Other Support Activities for Air Transportation,7151838632.81,AK
,541511,Custom Computer Programming Services,6094466015.47,AK
,237990,Other Heavy and Civil Engineering Construction,5198783058.19,AK
,561612,Security Guards and Patrol Services,4993663419.19,AK
,332993,Ammunition (except Small Arms) Manufacturing,4676738500.6,AK
,621111,Offices of Physicians (except Mental Health Specialists),4559914479.33,AK
,562910,Remediation Services,4465968935.92,AK
,325411,Medicinal and Botanical Manufacturing,4317100996.08,AK
,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,3922186080.46,AK
,481212,Nonscheduled Chartered Freight Air Transportation,3608092306.66,AK
,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3584241189.74,AK
,517110,Wired Telecommunications Carriers,3284205624.31,AK
,334111,Electronic Computer Manufacturing,3242578920.77,AK
,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,3151525147.36,AK
,511210,Software Publishers,3030582698.19,AK
,518210,"Data Processing, Hosting, and Related Services",2885687227.71,AK
,481211,Nonscheduled Chartered Passenger Air Transportation,2813048341.1,AK
,541513,Computer Facilities Management Services,2689871956.76,AK
,483111,Deep Sea Freight Transportation,2687110449.76,AK
,237310,"Highway, Street, and Bridge Construction",2607941545.44,AK
,334290,Other Communications Equipment Manufacturing,2427526517.62,AK
,541690,Other Scientific and Technical Consulting Services,2295183178.95,AK
,325414,Biological Product (except Diagnostic) Manufacturing,2232699327.52,AK
,562211,Hazardous Waste Treatment and Disposal,2196949725.33,AK
,332410,Power Boiler and Heat Exchanger Manufacturing,2136802392.37,AK
,561990,All Other Support Services,2003308244.83,AK
,811219,Other Electronic and Precision Equipment Repair and Maintenance,1953701950.44,AK
,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",1867759321.13,AK
,339113,Surgical Appliance and Supplies Manufacturing,1688175761.54,AK
,424210,Drugs and Druggists' Sundries Merchant Wholesalers,1660194705.93,AK
,339112,Surgical and Medical Instrument Manufacturing,1658462425.74,AK
,334419,Other Electronic Component Manufacturing,1636305894.25,AK
,541711,Research and Development in Biotechnology,1571824558.4,AK
,334210,Telephone Apparatus Manufacturing,1528984439.9,AK
,561720,Janitorial Services,1451578951.17,AK
,238210,Electrical Contractors and Other Wiring Installation Contractors,1436252354.55,AK
,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,1418485730.62,AK
,622110,General Medical and Surgical Hospitals,1389156447.69,AK
,541720,Research and Development in the Social Sciences and Humanities,1332696405.37,AK
,561611,Investigation Services,1315942287.43,AK
,236210,Industrial Building Construction,1296810682.98,AK
,611519,Other Technical and Trade Schools,1198007627.51,AK
,541614,"Process, Physical Distribution, and Logistics Consulting Services",1170774979.38,AK
,336111,Automobile Manufacturing,1157497331.94,AK
,541810,Advertising Agencies,1147725795.74,AK
,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",1137989648.55,AK
,541620,Environmental Consulting Services,1116466309.33,AK
,722310,Food Service Contractors,1097396423.4,AK
,517919,All Other Telecommunications,1049957068.41,AK
,333318,Other Commercial and Service Industry Machinery Manufacturing,1009512117.36,AK
,238220,"Plumbing, Heating, and Air-Conditioning Contractors",995354557.54,AK
,221122,Electric Power Distribution,983614441.72,AK
,561110,Office Administrative Services,975369970.04,AK
,522390,Other Activities Related to Credit Intermediation,947330909.44,AK
,517410,Satellite Telecommunications,934613754.49,AK
,333314,Optical Instrument and Lens Manufacturing,932792841.65,AK
,334516,Analytical Laboratory Instrument Manufacturing,921253336.17,AK
,311812,Commercial Bakeries,916380923.33,AK
,541930,Translation and Interpretation Services,909610377.8,AK
,541310,Architectural Services,908734527.52,AK
,238990,All Other Specialty Trade Contractors,907594146.97,AK
,334517,Irradiation Apparatus Manufacturing,885260849.03,AK
,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",880216880.82,AK
,311421,Fruit and Vegetable Canning,869304640.97,AK
,611430,Professional and Management Development Training,868871966.6,AK
,561320,Temporary Help Services,793174815.88,AK
,541618,Other Management Consulting Services,786155171.69,AK
,311999,All Other Miscellaneous Food Manufacturing,784594917.37,AK
,541612,Human Resources Consulting Services,780932854.05,AK
,443120,Computer and Software Stores,766786267.64,AK
,,,735057978.57,AK
,339999,All Other Miscellaneous Manufacturing,734626310.62,AK
,424410,General Line Grocery Merchant Wholesalers,726516413.34,AK
,611512,Flight Training,716963925.77,AK
,541211,Offices of Certified Public Accountants,712639491.25,AK
,611310,"Colleges, Universities, and Professional Schools",703799008.65,AK
,332992,Small Arms Ammunition Manufacturing,698813878.42,AK
,541219,Other Accounting Services,693234790.3,AK
,237130,Power and Communication Line and Related Structures Construction,682233299.79,AK
,334519,Other Measuring and Controlling Device Manufacturing,681281721.2,AK
,336212,Truck Trailer Manufacturing,675250228.44,AK
,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",674691284.67,AK
,561422,Telemarketing Bureaus and Other Contact Centers,674180672.19,AK
,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,670464179.95,AK
,115310,Support Activities for Forestry,668816548.13,AK
,237110,Water and Sewer Line and Related Structures Construction,666689182.52,AK
,336211,Motor Vehicle Body Manufacturing,652965420.29,AK
,333120,Construction Machinery Manufacturing,645637617.98,AK
,621492,Kidney Dialysis Centers,644536895.15,AK
,561621,Security Systems Services (except Locksmiths),621289211.66,AK
,315990,Apparel Accessories and Other Apparel Manufacturing,613093218.31,AK
,315210,Cut and Sew Apparel Contractors,604780697.44,AK
,332510,Hardware Manufacturing,600337554.75,AK
,336112,Light Truck and Utility Vehicle Manufacturing,595507355.96,AK
,623110,Nursing Care Facilities (Skilled Nursing Facilities),582917485.45,AK
,238160,Roofing Contractors,573599485.71,AK
,541370,Surveying and Mapping (except Geophysical) Services,572240111.33,AK
,928110,National Security,571390983.4,AK
,811213,Communication Equipment Repair and Maintenance,562274711.58,AK
,611710,Educational Support Services,542926708.4,AK
,492110,Couriers and Express Delivery Services,538009574.44,AK
,561440,Collection Agencies,524626826.9,AK
,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,522420097.41,AK
,561730,Landscaping Services,511192601.41,AK
,337214,Office Furniture (except Wood) Manufacturing,486193157.95,AK
,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,481098190.48,AK
,541199,All Other Legal Services,479071710.33,AK
,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,475521514.66,AK
,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,473861488.77,AK
,325920,Explosives Manufacturing,439379293.24,AK
,221310,Water Supply and Irrigation Systems,438505263.02,AK
,333618,Other Engine Equipment Manufacturing,437170517.44,AK
,311611,Animal (except Poultry) Slaughtering,431790285.53,AK
,524292,Third Party Administration of Insurance and Pension Funds,431623071.07,AK
,541714,Research and Development in Biotechnology (except Nanobiotechnology),429422778.77,AK
,493110,General Warehousing and Storage,422967554.75,AK
,519190,All Other Information Services,413999723.57,AK
,493190,Other Warehousing and Storage,406145227.86,AK
,621498,All Other Outpatient Care Centers,400941883.5,AK
,721110,Hotels (except Casino Hotels) and Motels,392081265.16,AK
,335312,Motor and Generator Manufacturing,391004287.79,AK
,541380,Testing Laboratories,389295499.92,AK
,562119,Other Waste Collection,383893981.92,AK
,486910,Pipeline Transportation of Refined Petroleum Products,375627070.48,AK
,624190,Other Individual and Family Services,370171502.78,AK
,517310,Telecommunications Resellers,364437050.13,AK
,326211,Tire Manufacturing (except Retreading),352258772.1,AK
,623990,Other Residential Care Facilities,351721070.75,AK
,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",350612308.1,AK
,221112,Fossil Fuel Electric Power Generation,335793717.01,AK
,523110,Investment Banking and Securities Dealing,334993872.69,AK
,488510,Freight Transportation Arrangement,331511640.88,AK
,561499,All Other Business Support Services,331240897.56,AK
,624230,Emergency and Other Relief Services,330103938.9,AK
,311991,Perishable Prepared Food Manufacturing,329870843.32,AK
,334413,Semiconductor and Related Device Manufacturing,323874558.33,AK
,336390,Other Motor Vehicle Parts Manufacturing,320713754.48,AK
,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",320141850.59,AK
,237120,Oil and Gas Pipeline and Related Structures Construction,319166847.38,AK
,922190,"Other Justice, Public Order, and Safety Activities",315213075.78,AK
,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,308147430.64,AK
,621511,Medical Laboratories,307271559.94,AK
,332991,Ball and Roller Bearing Manufacturing,306941747.58,AK
,311615,Poultry Processing,306570042.52,AK
,331420,"Copper Rolling, Drawing, Extruding, and Alloying",305149680.11,AK
,523999,Miscellaneous Financial Investment Activities,295814633.62,AK
,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,295149160.54,AK
,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,294021496.65,AK
,621910,Ambulance Services,291047148.24,AK
,332911,Industrial Valve Manufacturing,278202757.3,AK
,511199,All Other Publishers,275468689.94,AK
,517210,Wireless Telecommunications Carriers (except Satellite),275083095.07,AK
,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,267266169.4,AK
,336612,Boat Building,265794421.59,AK
,315220,Men’s and Boys’ Cut and Sew Apparel Manufacturing,263048437.66,AK
,336120,Heavy Duty Truck Manufacturing,261434526.86,AK
,444130,Hardware Stores,260965514.23,AK
,517311,Wired Telecommunications Carriers,259051815.92,AK
,333319,Other Commercial and Service Industry Machinery Manufacturing,256437221.27,AK
,519130,Internet Publishing and Broadcasting and Web Search Portals,253199181.57,AK
,334412,Bare Printed Circuit Board Manufacturing,252904995.07,AK
,335311,"Power, Distribution, and Specialty Transformer Manufacturing",252486888.79,AK
,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,250089463.77,AK
,562111,Solid Waste Collection,246936191.14,AK
,531311,Residential Property Managers,243111167.21,AK
,621999,All Other Miscellaneous Ambulatory Health Care Services,239806834.4,AK
,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",239335379.51,AK
,238910,Site Preparation Contractors,234971070.5,AK
,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",229396798.15,AK
,611699,All Other Miscellaneous Schools and Instruction,227292975.76,AK
,322121,Paper (except Newsprint) Mills,226583719.91,AK
,221210,Natural Gas Distribution,220127913.06,AK
,333613,Mechanical Power Transmission Equipment Manufacturing,219882050.34,AK
,333611,Turbine and Turbine Generator Set Units Manufacturing,219013252.81,AK
,332311,Prefabricated Metal Building and Component Manufacturing,215155477.72,AK
,316210,Footwear Manufacturing,212867726.41,AK
,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",211211416.61,AK
,541713,Research and Development in Nanotechnology,209809770.51,AK
,541613,Marketing Consulting Services,199372873.32,AK
,337122,Nonupholstered Wood Household Furniture Manufacturing,197101394.99,AK
,481219,Other Nonscheduled Air Transportation,193305827.33,AK
,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),191039434.67,AK
,335911,Storage Battery Manufacturing,185968646.77,AK
,541910,Marketing Research and Public Opinion Polling,184816025.29,AK
,325413,In-Vitro Diagnostic Substance Manufacturing,182635465.14,AK
,335931,Current-Carrying Wiring Device Manufacturing,177472094.58,AK
,488111,Air Traffic Control,176895119.39,AK
,324191,Petroleum Lubricating Oil and Grease Manufacturing,175003975.36,AK
,238290,Other Building Equipment Contractors,174831263.76,AK
,488390,Other Support Activities for Water Transportation,173767573.31,AK
