id,code,name,amount,State
,236220,Commercial and Institutional Building Construction,1159997188.43,AK
,561210,Facilities Support Services,889283018.74,AK
,561612,Security Guards and Patrol Services,292936364.63,AK
,541330,Engineering Services,283595713.24,AK
,562910,Remediation Services,228423095.37,AK
,541519,Other Computer Related Services,204541568.61,AK
,541611,Administrative Management and General Management Consulting Services,168824801.4,AK
,541512,Computer Systems Design Services,168130374.01,AK
,336411,Aircraft Manufacturing,106747344.77,AK
,324110,Petroleum Refineries,100484845.54,AK
,611519,Other Technical and Trade Schools,92340308.7,AK
,541990,"All Other Professional, Scientific, and Technical Services",91679820.9,AK
,493110,General Warehousing and Storage,79388158.89,AK
,221112,Fossil Fuel Electric Power Generation,75045808.28,AK
,237310,"Highway, Street, and Bridge Construction",65297088.18,AK
,237990,Other Heavy and Civil Engineering Construction,60820026.45,AK
,541513,Computer Facilities Management Services,60376375.14,AK
,561720,Janitorial Services,58822363.78,AK
,541511,Custom Computer Programming Services,54186234.08,AK
,541690,Other Scientific and Technical Consulting Services,50869324.01,AK
,561990,All Other Support Services,44824322.08,AK
,238210,Electrical Contractors and Other Wiring Installation Contractors,42955774.24,AK
,238220,"Plumbing, Heating, and Air-Conditioning Contractors",40625890.16,AK
,237110,Water and Sewer Line and Related Structures Construction,39516316.65,AK
,237120,Oil and Gas Pipeline and Related Structures Construction,37325667.82,AK
,541614,"Process, Physical Distribution, and Logistics Consulting Services",33719760.4,AK
,541620,Environmental Consulting Services,32417317.92,AK
,518210,"Data Processing, Hosting, and Related Services",31345272.92,AK
,561110,Office Administrative Services,27072496.09,AK
,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",26798428.57,AK
,611420,Computer Training,25564845.79,AK
,238160,Roofing Contractors,24513552.31,AK
,488190,Other Support Activities for Air Transportation,24367902.07,AK
,211111,Crude Petroleum and Natural Gas Extraction,23578377.2,AK
,236210,Industrial Building Construction,23424211.12,AK
,493190,Other Warehousing and Storage,23362119.29,AK
,517919,All Other Telecommunications,21974189.16,AK
,238990,All Other Specialty Trade Contractors,21785414.04,AK
,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",20602577.27,AK
,611310,"Colleges, Universities, and Professional Schools",20398242.88,AK
,481212,Nonscheduled Chartered Freight Air Transportation,18493148.67,AK
,622110,General Medical and Surgical Hospitals,18308692.81,AK
,237130,Power and Communication Line and Related Structures Construction,17764808.43,AK
,561320,Temporary Help Services,17235732.13,AK
,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,16761628.71,AK
,337127,Institutional Furniture Manufacturing,16509043.41,AK
,561621,Security Systems Services (except Locksmiths),16287950.36,AK
,221210,Natural Gas Distribution,14691612.6,AK
,481211,Nonscheduled Chartered Passenger Air Transportation,13858859.64,AK
,339113,Surgical Appliance and Supplies Manufacturing,13549205.1,AK
,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",13482652.51,AK
,336611,Ship Building and Repairing,13423809.93,AK
,336612,Boat Building,13145727.09,AK
,561730,Landscaping Services,12881434.76,AK
,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,12762117.87,AK
,212112,Bituminous Coal Underground Mining,12279770.0,AK
,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,11634435.7,AK
,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",11469026.1,AK
,238910,Site Preparation Contractors,11397260.05,AK
,541618,Other Management Consulting Services,10507715.16,AK
,621399,Offices of All Other Miscellaneous Health Practitioners,10466284.68,AK
,811219,Other Electronic and Precision Equipment Repair and Maintenance,9277880.34,AK
,334516,Analytical Laboratory Instrument Manufacturing,9091144.02,AK
,115310,Support Activities for Forestry,8507822.76,AK
,336412,Aircraft Engine and Engine Parts Manufacturing,8301630.37,AK
,611430,Professional and Management Development Training,8263604.19,AK
,722310,Food Service Contractors,8179457.77,AK
,336112,Light Truck and Utility Vehicle Manufacturing,8049004.0,AK
,541370,Surveying and Mapping (except Geophysical) Services,7653248.13,AK
,561910,Packaging and Labeling Services,7426659.97,AK
,611699,All Other Miscellaneous Schools and Instruction,7297823.63,AK
,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),7102419.39,AK
,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",6819001.06,AK
,332311,Prefabricated Metal Building and Component Manufacturing,5510186.82,AK
,311999,All Other Miscellaneous Food Manufacturing,5297772.0,AK
,488320,Marine Cargo Handling,5209678.14,AK
,488310,Port and Harbor Operations,4817664.44,AK
,611692,Automobile Driving Schools,4749917.63,AK
,334111,Electronic Computer Manufacturing,4665359.77,AK
,811212,Computer and Office Machine Repair and Maintenance,4549404.53,AK
,221320,Sewage Treatment Facilities,4541151.19,AK
,315990,Apparel Accessories and Other Apparel Manufacturing,4476705.8,AK
,541199,All Other Legal Services,4045133.66,AK
,811213,Communication Equipment Repair and Maintenance,3851626.99,AK
,488119,Other Airport Operations,3847859.23,AK
,213112,Support Activities for Oil and Gas Operations,3710064.63,AK
,562998,All Other Miscellaneous Waste Management Services,3662084.9,AK
,541612,Human Resources Consulting Services,3639685.77,AK
,485410,School and Employee Bus Transportation,3386610.52,AK
,236118,Residential Remodelers,3369289.14,AK
,483111,Deep Sea Freight Transportation,3165175.59,AK
,334517,Irradiation Apparatus Manufacturing,3030009.91,AK
,541380,Testing Laboratories,2860953.88,AK
,238310,Drywall and Insulation Contractors,2634005.44,AK
,221118,Other Electric Power Generation,2382212.4,AK
,517911,Telecommunications Resellers,2363991.4,AK
,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",2339754.36,AK
,562211,Hazardous Waste Treatment and Disposal,2332592.25,AK
,517311,Wired Telecommunications Carriers,2326063.58,AK
,621111,Offices of Physicians (except Mental Health Specialists),2272381.11,AK
,561790,Other Services to Buildings and Dwellings,2168386.45,AK
,337211,Wood Office Furniture Manufacturing,2110696.44,AK
,333318,Other Commercial and Service Industry Machinery Manufacturing,1801012.81,AK
,923120,Administration of Public Health Programs,1713048.83,AK
,561499,All Other Business Support Services,1680636.0,AK
,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,1554352.88,AK
,336111,Automobile Manufacturing,1545254.9,AK
,481112,Scheduled Freight Air Transportation,1543857.03,AK
,221122,Electric Power Distribution,1503672.05,AK
,221310,Water Supply and Irrigation Systems,1435225.42,AK
,541310,Architectural Services,1416493.21,AK
,561492,Court Reporting and Stenotype Services,1281207.36,AK
,561422,Telemarketing Bureaus and Other Contact Centers,1252059.2,AK
,488210,Support Activities for Rail Transportation,1226656.91,AK
,238110,Poured Concrete Foundation and Structure Contractors,1208263.12,AK
,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,1149358.52,AK
,517110,Wired Telecommunications Carriers,1122609.04,AK
,611710,Educational Support Services,997988.49,AK
,541320,Landscape Architectural Services,981854.67,AK
,532283,Home Health Equipment Rental,930083.67,AK
,238290,Other Building Equipment Contractors,929896.01,AK
,532112,Passenger Car Leasing,912057.2,AK
,562111,Solid Waste Collection,900965.66,AK
,621999,All Other Miscellaneous Ambulatory Health Care Services,879651.0,AK
,337214,Office Furniture (except Wood) Manufacturing,873082.57,AK
,562212,Solid Waste Landfill,872644.39,AK
,561330,Professional Employer Organizations,850195.4,AK
,541720,Research and Development in the Social Sciences and Humanities,758068.11,AK
,561710,Exterminating and Pest Control Services,720125.8,AK
,562991,Septic Tank and Related Services,674847.98,AK
,334310,Audio and Video Equipment Manufacturing,657205.6,AK
,924120,Administration of Conservation Programs,648961.56,AK
,448190,Other Clothing Stores,647910.0,AK
,238390,Other Building Finishing Contractors,629153.1,AK
,321991,Manufactured Home (Mobile Home) Manufacturing,618260.0,AK
,333120,Construction Machinery Manufacturing,604134.01,AK
,212321,Construction Sand and Gravel Mining,583355.0,AK
,337121,Upholstered Household Furniture Manufacturing,560653.97,AK
,238150,Glass and Glazing Contractors,558480.86,AK
,488330,Navigational Services to Shipping,558092.5,AK
,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",536381.0,AK
,321992,Prefabricated Wood Building Manufacturing,483594.0,AK
,238320,Painting and Wall Covering Contractors,479208.08,AK
,332312,Fabricated Structural Metal Manufacturing,474600.0,AK
,238190,"Other Foundation, Structure, and Building Exterior Contractors",428564.55,AK
,713930,Marinas,427772.16,AK
,562112,Hazardous Waste Collection,412532.9,AK
,484110,"General Freight Trucking, Local",394231.14,AK
,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",386607.71,AK
,561920,Convention and Trade Show Organizers,383055.0,AK
,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,375165.25,AK
,325120,Industrial Gas Manufacturing,372679.13,AK
,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,369969.93,AK
,336120,Heavy Duty Truck Manufacturing,366439.1,AK
,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",361097.66,AK
,541820,Public Relations Agencies,360001.9,AK
,511210,Software Publishers,338837.59,AK
,621511,Medical Laboratories,331068.3,AK
,484210,Used Household and Office Goods Moving,319674.8,AK
,812332,Industrial Launderers,317580.22,AK
,621420,Outpatient Mental Health and Substance Abuse Centers,314060.0,AK
,562119,Other Waste Collection,296174.0,AK
,483114,Coastal and Great Lakes Passenger Transportation,294061.0,AK
,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",273055.03,AK
,339999,All Other Miscellaneous Manufacturing,273054.59,AK
,336999,All Other Transportation Equipment Manufacturing,270513.42,AK
,813311,Human Rights Organizations,269600.0,AK
,531320,Offices of Real Estate Appraisers,269400.0,AK
,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",265950.0,AK
,491110,Postal Service,256734.25,AK
,211120,Crude Petroleum Extraction,255054.88,AK
,722514,"Cafeterias, Grill Buffets, and Buffets",252000.0,AK
,532420,Office Machinery and Equipment Rental and Leasing,248941.56,AK
,541360,Geophysical Surveying and Mapping Services,238085.0,AK
,562920,Materials Recovery Facilities,226033.2,AK
,481219,Other Nonscheduled Air Transportation,221850.72,AK
,326199,All Other Plastics Product Manufacturing,219466.79,AK
,335312,Motor and Generator Manufacturing,208292.64,AK
,238350,Finish Carpentry Contractors,195777.35,AK
,483211,Inland Water Freight Transportation,194198.44,AK
,811111,General Automotive Repair,189801.38,AK
,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,189576.2,AK
,238330,Flooring Contractors,185741.6,AK
,334112,Computer Storage Device Manufacturing,183856.0,AK
,334210,Telephone Apparatus Manufacturing,181376.82,AK
,488490,Other Support Activities for Road Transportation,178182.3,AK
,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,178010.32,AK
,721110,Hotels (except Casino Hotels) and Motels,177632.48,AK
,812320,Drycleaning and Laundry Services (except Coin-Operated),166799.55,AK
,238140,Masonry Contractors,159319.91,AK
,336360,Motor Vehicle Seating and Interior Trim Manufacturing,149988.0,AK
,922140,Correctional Institutions,149230.3,AK
