id,code,name,amount,State
,336411,Aircraft Manufacturing,56604435705.83,only
,541330,Engineering Services,39352497906.03,only
,561210,Facilities Support Services,36235519481.21,only
,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",26874346259.3,only
,336611,Ship Building and Repairing,26191563891.05,only
,541512,Computer Systems Design Services,22961218736.71,only
,236220,Commercial and Institutional Building Construction,20294863700.37,only
,524114,Direct Health and Medical Insurance Carriers,17530487862.47,only
,336414,Guided Missile and Space Vehicle Manufacturing,16652873714.97,only
,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,15692643337.59,only
,541519,Other Computer Related Services,15626066796.76,only
,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",14460725588.27,only
,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",12613126260.12,only
,541611,Administrative Management and General Management Consulting Services,11078168043.63,only
,541990,"All Other Professional, Scientific, and Technical Services",10584881358.77,only
,541710,"Research and Development in the Physical, Engineering, and Life Sciences",9971132528.63,only
,336412,Aircraft Engine and Engine Parts Manufacturing,9114401138.58,only
,324110,Petroleum Refineries,8931513389.08,only
,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",8355703685.54,only
,325412,Pharmaceutical Preparation Manufacturing,7705183623.56,only
,488190,Other Support Activities for Air Transportation,7151838632.81,only
,541511,Custom Computer Programming Services,6094466015.47,only
,237990,Other Heavy and Civil Engineering Construction,5198783058.19,only
,561612,Security Guards and Patrol Services,4993663419.19,only
,332993,Ammunition (except Small Arms) Manufacturing,4676738500.6,only
,621111,Offices of Physicians (except Mental Health Specialists),4559914479.33,only
,562910,Remediation Services,4465968935.92,only
,325411,Medicinal and Botanical Manufacturing,4317100996.08,only
,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,3922186080.46,only
,481212,Nonscheduled Chartered Freight Air Transportation,3608092306.66,only
,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3584241189.74,only
,517110,Wired Telecommunications Carriers,3284205624.31,only
,334111,Electronic Computer Manufacturing,3242578920.77,only
,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,3151525147.36,only
,511210,Software Publishers,3030582698.19,only
,518210,"Data Processing, Hosting, and Related Services",2885687227.71,only
,481211,Nonscheduled Chartered Passenger Air Transportation,2813048341.1,only
,541513,Computer Facilities Management Services,2689871956.76,only
,483111,Deep Sea Freight Transportation,2687110449.76,only
,237310,"Highway, Street, and Bridge Construction",2607941545.44,only
,334290,Other Communications Equipment Manufacturing,2427526517.62,only
,541690,Other Scientific and Technical Consulting Services,2295183178.95,only
,325414,Biological Product (except Diagnostic) Manufacturing,2232699327.52,only
,562211,Hazardous Waste Treatment and Disposal,2196949725.33,only
,332410,Power Boiler and Heat Exchanger Manufacturing,2136802392.37,only
,561990,All Other Support Services,2003308244.83,only
,811219,Other Electronic and Precision Equipment Repair and Maintenance,1953701950.44,only
,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",1867759321.13,only
,339113,Surgical Appliance and Supplies Manufacturing,1688175761.54,only
,424210,Drugs and Druggists' Sundries Merchant Wholesalers,1660194705.93,only
,339112,Surgical and Medical Instrument Manufacturing,1658462425.74,only
,334419,Other Electronic Component Manufacturing,1636305894.25,only
,541711,Research and Development in Biotechnology,1571824558.4,only
,334210,Telephone Apparatus Manufacturing,1528984439.9,only
,561720,Janitorial Services,1451578951.17,only
,238210,Electrical Contractors and Other Wiring Installation Contractors,1436252354.55,only
,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,1418485730.62,only
,622110,General Medical and Surgical Hospitals,1389156447.69,only
,541720,Research and Development in the Social Sciences and Humanities,1332696405.37,only
,561611,Investigation Services,1315942287.43,only
,236210,Industrial Building Construction,1296810682.98,only
,611519,Other Technical and Trade Schools,1198007627.51,only
,541614,"Process, Physical Distribution, and Logistics Consulting Services",1170774979.38,only
,336111,Automobile Manufacturing,1157497331.94,only
,541810,Advertising Agencies,1147725795.74,only
,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",1137989648.55,only
,541620,Environmental Consulting Services,1116466309.33,only
,722310,Food Service Contractors,1097396423.4,only
,517919,All Other Telecommunications,1049957068.41,only
,333318,Other Commercial and Service Industry Machinery Manufacturing,1009512117.36,only
,238220,"Plumbing, Heating, and Air-Conditioning Contractors",995354557.54,only
,221122,Electric Power Distribution,983614441.72,only
,561110,Office Administrative Services,975369970.04,only
,522390,Other Activities Related to Credit Intermediation,947330909.44,only
,517410,Satellite Telecommunications,934613754.49,only
,333314,Optical Instrument and Lens Manufacturing,932792841.65,only
,334516,Analytical Laboratory Instrument Manufacturing,921253336.17,only
,311812,Commercial Bakeries,916380923.33,only
,541930,Translation and Interpretation Services,909610377.8,only
,541310,Architectural Services,908734527.52,only
,238990,All Other Specialty Trade Contractors,907594146.97,only
,334517,Irradiation Apparatus Manufacturing,885260849.03,only
,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",880216880.82,only
,311421,Fruit and Vegetable Canning,869304640.97,only
,611430,Professional and Management Development Training,868871966.6,only
,561320,Temporary Help Services,793174815.88,only
,541618,Other Management Consulting Services,786155171.69,only
,311999,All Other Miscellaneous Food Manufacturing,784594917.37,only
,541612,Human Resources Consulting Services,780932854.05,only
,443120,Computer and Software Stores,766786267.64,only
,,,735057978.57,only
,339999,All Other Miscellaneous Manufacturing,734626310.62,only
