id,code,name,amount,State
,336411,Aircraft Manufacturing,53856298183.13,AK
,541330,Engineering Services,31587142895.84,AK
,541712,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",30066479128.7,AK
,561210,Facilities Support Services,24102002050.18,AK
,541512,Computer Systems Design Services,19356518615.08,AK
,236220,Commercial and Institutional Building Construction,19305819622.38,AK
,336611,Ship Building and Repairing,17398525188.29,AK
,336414,Guided Missile and Space Vehicle Manufacturing,15137053893.5,AK
,541519,Other Computer Related Services,14349980542.05,AK
,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,14243261052.24,AK
,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",12561581744.01,AK
,524114,Direct Health and Medical Insurance Carriers,11457149546.28,AK
,541611,Administrative Management and General Management Consulting Services,11193396606.44,AK
,325412,Pharmaceutical Preparation Manufacturing,8918735688.6,AK
,541990,"All Other Professional, Scientific, and Technical Services",8706281026.71,AK
,324110,Petroleum Refineries,7596798564.0,AK
,488190,Other Support Activities for Air Transportation,7039571234.4,AK
,541710,"Research and Development in the Physical, Engineering, and Life Sciences",6590409611.89,AK
,621111,Offices of Physicians (except Mental Health Specialists),5687549752.32,AK
,541511,Custom Computer Programming Services,5648373806.42,AK
,325411,Medicinal and Botanical Manufacturing,5157164472.38,AK
,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",5109993902.37,AK
,336412,Aircraft Engine and Engine Parts Manufacturing,4962073804.59,AK
,237990,Other Heavy and Civil Engineering Construction,4465356000.8,AK
,561612,Security Guards and Patrol Services,4413327146.19,AK
,332993,Ammunition (except Small Arms) Manufacturing,3990178952.45,AK
,562910,Remediation Services,3769091294.4,AK
,481212,Nonscheduled Chartered Freight Air Transportation,3484576392.8,AK
,334111,Electronic Computer Manufacturing,3480757219.75,AK
,511210,Software Publishers,3141822294.15,AK
,517110,Wired Telecommunications Carriers,2877072290.16,AK
,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,2724834177.01,AK
,483111,Deep Sea Freight Transportation,2451028887.58,AK
,541513,Computer Facilities Management Services,2440088585.81,AK
,518210,"Data Processing, Hosting, and Related Services",2368011858.19,AK
,481211,Nonscheduled Chartered Passenger Air Transportation,2244990209.6,AK
,334290,Other Communications Equipment Manufacturing,2183594475.69,AK
,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,2166471246.68,AK
,541690,Other Scientific and Technical Consulting Services,2116666664.11,AK
,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,2105983236.55,AK
,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",2086038611.36,AK
,561990,All Other Support Services,2054956920.98,AK
,541711,Research and Development in Biotechnology,1995101008.7,AK
,237310,"Highway, Street, and Bridge Construction",1928505335.22,AK
,339113,Surgical Appliance and Supplies Manufacturing,1770318607.1,AK
,332410,Power Boiler and Heat Exchanger Manufacturing,1672567300.01,AK
,424210,Drugs and Druggists' Sundries Merchant Wholesalers,1597270086.42,AK
,562211,Hazardous Waste Treatment and Disposal,1589826370.46,AK
,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",1583796078.11,AK
,561720,Janitorial Services,1510050036.96,AK
,334210,Telephone Apparatus Manufacturing,1402981173.93,AK
,339112,Surgical and Medical Instrument Manufacturing,1356608844.0,AK
,811219,Other Electronic and Precision Equipment Repair and Maintenance,1298143940.04,AK
,334419,Other Electronic Component Manufacturing,1279923684.09,AK
