id,code,name,amount,State
,236220,Commercial and Institutional Building Construction,411517339.26,AK
,561210,Facilities Support Services,167298210.93,AK
,541330,Engineering Services,130775174.94,AK
,324110,Petroleum Refineries,99922663.44,AK
,562910,Remediation Services,98532059.7,AK
,221112,Fossil Fuel Electric Power Generation,76470808.28,AK
,517919,All Other Telecommunications,62514887.57,AK
,541512,Computer Systems Design Services,56123202.82,AK
,541519,Other Computer Related Services,39914020.4,AK
,237310,"Highway, Street, and Bridge Construction",35856732.87,AK
,481211,Nonscheduled Chartered Passenger Air Transportation,30854214.1,AK
,311710,Seafood Product Preparation and Packaging,29103927.7,AK
,561612,Security Guards and Patrol Services,29032714.85,AK
,541990,"All Other Professional, Scientific, and Technical Services",26765866.53,AK
,561990,All Other Support Services,26398638.21,AK
,237990,Other Heavy and Civil Engineering Construction,26376234.98,AK
,211111,Crude Petroleum and Natural Gas Extraction,23578377.2,AK
,611310,"Colleges, Universities, and Professional Schools",20209132.88,AK
,483111,Deep Sea Freight Transportation,19819645.83,AK
,561720,Janitorial Services,19244414.16,AK
,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",17283901.88,AK
,238160,Roofing Contractors,15255376.22,AK
,611519,Other Technical and Trade Schools,15110757.0,AK
,221210,Natural Gas Distribution,14819612.6,AK
,493190,Other Warehousing and Storage,14597861.96,AK
,541620,Environmental Consulting Services,13641746.71,AK
,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",13482652.51,AK
,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,13115718.31,AK
,722310,Food Service Contractors,12858599.36,AK
,333999,All Other Miscellaneous General Purpose Machinery Manufacturing,12789513.27,AK
,541370,Surveying and Mapping (except Geophysical) Services,12535158.32,AK
,212112,Bituminous Coal Underground Mining,12279770.0,AK
,541511,Custom Computer Programming Services,12139622.19,AK
,238210,Electrical Contractors and Other Wiring Installation Contractors,12044076.71,AK
,481212,Nonscheduled Chartered Freight Air Transportation,11753953.7,AK
,336611,Ship Building and Repairing,9914912.51,AK
,339113,Surgical Appliance and Supplies Manufacturing,9378005.46,AK
,541611,Administrative Management and General Management Consulting Services,9242570.83,AK
